PRODUCT_SKU,PRODUCT_TITLE,BRAND,IMAGES,variant_facet_value,Retailing,Price,Type
C1-05-04-A.,"USAMS 2 in 1 Magnetic Fast Charging Cable Cord Charger For Type-C iPhone Samsung (Black, 2m)",USAMS,https://i.ebayimg.com/images/g/~wgAAOSwDfplJN7K/s-l1600.jpg | https://i.ebayimg.com/images/g/Z5AAAOSw2-tlDURY/s-l1600.jpg | https://i.ebayimg.com/images/g/fc8AAOSwtN5lDURX/s-l1600.jpg | https://i.ebayimg.com/images/g/oc8AAOSwXF1lDURY/s-l1600.jpg | https://i.ebayimg.com/images/g/W8YAAOSwCSFlDURY/s-l1600.jpg | https://i.ebayimg.com/images/g/hBMAAOSwl~tlJN6g/s-l1600.jpg,,,4.0,Cables & Chargers
C1-08-02,USAMS 3 in 1 Fast USB Charging Cable Multi Charger Cord Type C Micro USB iPhone (0.35m),USAMS,https://i.ebayimg.com/images/g/oTgAAOSwB-NlDmn-/s-l500.jpg | https://i.ebayimg.com/images/g/0LgAAOSwc2FlDmn4/s-l500.jpg | https://i.ebayimg.com/images/g/aiQAAOSwNaJlDmn5/s-l500.jpg | https://i.ebayimg.com/images/g/b58AAOSwiM5lDmny/s-l1600.jpg,,,4.0,Cables & Chargers
C1-08-01,USAMS 4 in 1 Fast USB Charging Cable Multi Phone Charger Cord Type C Micro USB iPhone (0.35m),USAMS,https://i.ebayimg.com/images/g/oakAAOSw~Y5lEPTb/s-l1600.jpg | https://i.ebayimg.com/images/g/wwkAAOSwUS1lMiat/s-l1600.jpg | https://i.ebayimg.com/images/g/Ow0AAOSwDPJlEPTb/s-l1600.jpg | https://i.ebayimg.com/images/g/xi4AAOSwgo5lEPTb/s-l1600.jpg | https://i.ebayimg.com/images/g/VEYAAOSweZFlEPTb/s-l1600.jpg | https://i.ebayimg.com/images/g/caAAAOSw-AplEPTb/s-l1600.jpg,,,4.0,Cables & Chargers
C5-04-07,USAMS 50W Fast Charging Car Charger PD USB Type C Cigarette Lighter Adapter,USAMS,https://i.ebayimg.com/images/g/CVgAAOSwYv1ln4x1/s-l1600.jpg | https://i.ebayimg.com/images/g/APUAAOSwS6NlC~v0/s-l1600.jpg | https://i.ebayimg.com/images/g/BUEAAOSw4l5lJ4En/s-l1600.jpg | https://i.ebayimg.com/images/g/4GEAAOSw~HNlJ4En/s-l1600.jpg | https://i.ebayimg.com/images/g/AasAAOSwmpJlJ4En/s-l1600.jpg | https://i.ebayimg.com/images/g/xmYAAOSwgCBlJ4En/s-l1600.jpg,,,4.0,Cables & Chargers
C5-08-01,USAMS Adjustable Folding Desk Mobile Phone Stand Mount Holder For iPhone iPad (Black),USAMS,https://i.ebayimg.com/images/g/rLcAAOSwWK5lDPrg/s-l1600.jpg | https://i.ebayimg.com/images/g/l9sAAOSwnkFlMicP/s-l1600.jpg | https://i.ebayimg.com/images/g/wFkAAOSwV7hlMidE/s-l1600.jpg | https://i.ebayimg.com/images/g/WywAAOSwSZNlMidE/s-l1600.jpg | https://i.ebayimg.com/images/g/42kAAOSwAnplMidF/s-l1600.jpg | https://i.ebayimg.com/images/g/nGUAAOSwDgdlMidF/s-l1600.jpg,Black,,4.0,Cables & Chargers
C5-07-01,USAMS Adjustable Folding Desk Mobile Phone Stand Mount Holder For iPhone iPad (White),USAMS,https://i.ebayimg.com/images/g/n9sAAOSwaDNlDPrm/s-l1600.jpg | https://i.ebayimg.com/images/g/l9sAAOSwnkFlMicP/s-l1600.jpg | https://i.ebayimg.com/images/g/wFkAAOSwV7hlMidE/s-l1600.jpg | https://i.ebayimg.com/images/g/WywAAOSwSZNlMidE/s-l1600.jpg | https://i.ebayimg.com/images/g/42kAAOSwAnplMidF/s-l1600.jpg | https://i.ebayimg.com/images/g/nGUAAOSwDgdlMidF/s-l1600.jpg,White,,4.0,Cables & Chargers
C5-06-06-B,USAMS Braided USB To Lightning Charging Cable Charger Data Cord For iPhone iPad Airpods (Black),USAMS,https://i.ebayimg.com/images/g/PqgAAOSw8BNlDSSZ/s-l1600.jpg | https://i.ebayimg.com/images/g/PLkAAOSwI19lDSR6/s-l1600.jpg | https://i.ebayimg.com/images/g/nfcAAOSw9QVlDSR3/s-l1600.jpg | https://i.ebayimg.com/images/g/wskAAOSwCo1lDSR6/s-l1600.jpg | https://i.ebayimg.com/images/g/aMMAAOSwzYplDSR5/s-l1600.jpg | https://i.ebayimg.com/images/g/i1oAAOSwN~hlDSR4/s-l1600.jpg,Black,,4.0,Cables & Chargers
C1-07-06-A,USAMS Braided USB To Lightning Charging Cable Charger Data Cord For iPhone iPad Airpods (Silver),USAMS,https://i.ebayimg.com/images/g/bt0AAOSw5kllDSSd/s-l1600.jpg | https://i.ebayimg.com/images/g/PLkAAOSwI19lDSR6/s-l1600.jpg | https://i.ebayimg.com/images/g/nfcAAOSw9QVlDSR3/s-l1600.jpg | https://i.ebayimg.com/images/g/wskAAOSwCo1lDSR6/s-l1600.jpg | https://i.ebayimg.com/images/g/aMMAAOSwzYplDSR5/s-l1600.jpg | https://i.ebayimg.com/images/g/i1oAAOSwN~hlDSR4/s-l1600.jpg,Silver,,4.0,Cables & Chargers
C1-04-01,USAMS Braided USB To Lightning Fast Charging Cable Data Cord For iPhone iPad (Black),USAMS,https://i.ebayimg.com/images/g/FCcAAOSw2-tlEo0h/s-l1600.jpg | https://i.ebayimg.com/images/g/hgEAAOSwDiZlEovO/s-l1600.jpg | https://i.ebayimg.com/images/g/TB0AAOSw93hlEovO/s-l1600.jpg | https://i.ebayimg.com/images/g/6lEAAOSwCrJlEovO/s-l1600.jpg | https://i.ebayimg.com/images/g/uwAAAOSwep5lEovO/s-l1600.jpg | https://i.ebayimg.com/images/g/7zwAAOSwt2llEovO/s-l1600.jpg,,,4.0,Cables & Chargers
C1-03-01,USAMS Braided USB To Lightning Fast Charging Cable Data Cord For iPhone iPad (Red),USAMS,https://i.ebayimg.com/images/g/IL4AAOSwiYxlEo0Z/s-l1600.jpg | https://i.ebayimg.com/images/g/hgEAAOSwDiZlEovO/s-l1600.jpg | https://i.ebayimg.com/images/g/TB0AAOSw93hlEovO/s-l1600.jpg | https://i.ebayimg.com/images/g/6lEAAOSwCrJlEovO/s-l1600.jpg | https://i.ebayimg.com/images/g/uwAAAOSwep5lEovO/s-l1600.jpg | https://i.ebayimg.com/images/g/7zwAAOSwt2llEovO/s-l1600.jpg,,,4.0,Cables & Chargers
C1-03-03,USAMS Braided USB To Type-C Fast Charging Cable Data Cord For Samsung Huawei (Black),USAMS,https://i.ebayimg.com/images/g/mPEAAOSwOsdlb~Op/s-l1600.jpg | https://i.ebayimg.com/images/g/vmEAAOSwWD9lb~Oi/s-l1600.jpg | https://i.ebayimg.com/images/g/VKwAAOSwoDFlb~Oj/s-l1600.jpg | https://i.ebayimg.com/images/g/BrUAAOSwGnNlb~Om/s-l1600.jpg | https://i.ebayimg.com/images/g/AMAAAOSwtqNlb~On/s-l1600.jpg | https://i.ebayimg.com/images/g/BroAAOSwGnNlb~Oo/s-l1600.jpg,,,4.0,Cables & Chargers
C1-04-03,USAMS Braided USB To Type-C Fast Charging Cable Data Cord For Samsung Huawei (Red),USAMS,https://i.ebayimg.com/images/g/fqAAAOSwH1dln5Ff/s-l1600.jpg | https://i.ebayimg.com/images/g/vmEAAOSwWD9lb~Oi/s-l1600.jpg | https://i.ebayimg.com/images/g/VKwAAOSwoDFlb~Oj/s-l1600.jpg | https://i.ebayimg.com/images/g/BrUAAOSwGnNlb~Om/s-l1600.jpg | https://i.ebayimg.com/images/g/AMAAAOSwtqNlb~On/s-l1600.jpg | https://i.ebayimg.com/images/g/BroAAOSwGnNlb~Oo/s-l1600.jpg,,,4.0,Cables & Chargers
C1-01-01,USAMS 245W Dual USB Car Charger Cigarette Lighter Socket Splitter Power Adapter,USAMS,https://i.ebayimg.com/images/g/aiIAAOSweWVlC~iF/s-l1600.jpg | https://i.ebayimg.com/images/g/4jYAAOSw2HJlC~iG/s-l1600.jpg | https://i.ebayimg.com/images/g/2rMAAOSw6illC~iF/s-l1600.jpg | https://i.ebayimg.com/images/g/bTMAAOSwX8ZlC~iF/s-l1600.jpg | https://i.ebayimg.com/images/g/H~oAAOSwGfplC~iF/s-l1600.jpg | https://i.ebayimg.com/images/g/QhoAAOSwvy5lC~iF/s-l1600.jpg,,,4.0,Cables & Chargers
C5-03-07-B,USAMS Fast Car Charger USB Quick Charger 2 Port Qualcomm QC3.0 Lighter Socket AU (Black),USAMS,https://i.ebayimg.com/images/g/YlsAAOSwx71lC~ac/s-l1600.jpg | https://i.ebayimg.com/images/g/Sd8AAOSw2yhlJ4Qs/s-l1600.jpg | https://i.ebayimg.com/images/g/q~UAAOSwG-RlJ4Qu/s-l1600.jpg | https://i.ebayimg.com/images/g/7P4AAOSwAERlC~aV/s-l1600.jpg | https://i.ebayimg.com/images/g/wc8AAOSwa0xlC~aX/s-l1600.jpg | https://i.ebayimg.com/images/g/X~oAAOSwdMJlJ4Qr/s-l1600.jpg,Black,,4.0,Cables & Chargers
C5-03-07-A,USAMS Fast Car Charger USB Quick Charger 2 Port Qualcomm QC3.0 Lighter Socket AU (Blue),USAMS,https://i.ebayimg.com/images/g/adoAAOSwX8ZlC~af/s-l1600.jpg | https://i.ebayimg.com/images/g/Sd8AAOSw2yhlJ4Qs/s-l1600.jpg | https://i.ebayimg.com/images/g/q~UAAOSwG-RlJ4Qu/s-l1600.jpg | https://i.ebayimg.com/images/g/7P4AAOSwAERlC~aV/s-l1600.jpg | https://i.ebayimg.com/images/g/wc8AAOSwa0xlC~aX/s-l1600.jpg | https://i.ebayimg.com/images/g/X~oAAOSwdMJlJ4Qr/s-l1600.jpg,Blue,,4.0,Cables & Chargers
C2-03-04-A,USAMS Fast Charging USB & Type C Car Charger Dual Port Quick Adapter PD (Black),USAMS,https://i.ebayimg.com/images/g/wTwAAOSwGvplC~Pz/s-l1600.jpg | https://i.ebayimg.com/images/g/WXgAAOSwEBRlC~Pz/s-l1600.jpg | https://i.ebayimg.com/images/g/7zcAAOSw1eNlC~Pz/s-l1600.jpg | https://i.ebayimg.com/images/g/WRUAAOSwCSFlC~Pz/s-l1600.jpg | https://i.ebayimg.com/images/g/PlsAAOSwsJhlC~Pz/s-l1600.jpg | https://i.ebayimg.com/images/g/OHYAAOSwMBNlJ4pg/s-l1600.jpg,Black,,4.0,Cables & Chargers
C2-03-04-B.,USAMS Fast Charging USB & Type C Car Charger Dual Port Quick Adapter PD (Blue),USAMS,https://i.ebayimg.com/images/g/KU0AAOSwOH9lC~Ra/s-l1600.jpg | https://i.ebayimg.com/images/g/WXgAAOSwEBRlC~Pz/s-l1600.jpg | https://i.ebayimg.com/images/g/7zcAAOSw1eNlC~Pz/s-l1600.jpg | https://i.ebayimg.com/images/g/WRUAAOSwCSFlC~Pz/s-l1600.jpg | https://i.ebayimg.com/images/g/PlsAAOSwsJhlC~Pz/s-l1600.jpg | https://i.ebayimg.com/images/g/OHYAAOSwMBNlJ4pg/s-l1600.jpg,Blue,,4.0,Cables & Chargers
C2-03-03-A,"USAMS 100w Magnetic Type C To Type C Cable Charger Fast Charging For Samsung iPad (Black, 1.5m)",USAMS,https://i.ebayimg.com/images/g/VFsAAOSwvs5ln5aP/s-l1600.jpg | https://i.ebayimg.com/images/g/LX8AAOSwHFllDUFV/s-l1600.jpg | https://i.ebayimg.com/images/g/bYsAAOSwDMllDUFV/s-l1600.jpg | https://i.ebayimg.com/images/g/JVMAAOSw7mNlDUFV/s-l1600.jpg | https://i.ebayimg.com/images/g/l1MAAOSw4aJlDUFV/s-l1600.jpg | https://i.ebayimg.com/images/g/zUMAAOSw6uBlDUFW/s-l1600.jpg,,,4.0,Cables & Chargers
C1-04-06,"USAMS Strong Braided Micro USB Data Charger Cable Cord For Android Samsung (Black, 1m)",USAMS,https://i.ebayimg.com/images/g/MrUAAOSwxTNlEQH8/s-l1600.jpg | https://i.ebayimg.com/images/g/QDcAAOSw49FlEQHk/s-l1600.jpg | https://i.ebayimg.com/images/g/uC0AAOSw7uVlEQHl/s-l1600.jpg | https://i.ebayimg.com/images/g/zJcAAOSwtP1lEQHm/s-l1600.jpg | https://i.ebayimg.com/images/g/IP8AAOSwNn5lEQHm/s-l1600.jpg | https://i.ebayimg.com/images/g/WK4AAOSwgzZlEQHn/s-l1600.jpg,,,4.0,Cables & Chargers
